Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 92.0.4515.159,,,2021-08-30 14:51:56,2021-08-30 14:53:31,1m - 35.074s,PASSED
,,,,,,,
Test Cases/Login/login_renterdash,Chrome 92.0.4515.159,,,2021-08-30 14:51:57,2021-08-30 14:52:37,39.646s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-30 14:51:58,2021-08-30 14:52:01,3.391s,PASSED
navigateToUrl(URL),Chrome 92.0.4515.159,,,2021-08-30 14:52:01,2021-08-30 14:52:08,6.447s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), Email_Jerrold2)",Chrome 92.0.4515.159,,,2021-08-30 14:52:08,2021-08-30 14:52:19,11.235s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-08-30 14:52:19,2021-08-30 14:52:19,0.547s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-08-30 14:52:19,2021-08-30 14:52:20,0.460s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-30 14:52:20,2021-08-30 14:52:30,10.086s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-30 14:52:30,2021-08-30 14:52:37,6.570s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-08-30 14:52:37,2021-08-30 14:53:31,54.923s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-08-30 14:52:37,2021-08-30 14:52:38,0.444s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-08-30 14:52:38,2021-08-30 14:52:49,10.944s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Chrome 92.0.4515.159,,,2021-08-30 14:52:49,2021-08-30 14:52:49,0.521s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), ""Bea"")",Chrome 92.0.4515.159,,,2021-08-30 14:52:49,2021-08-30 14:52:50,0.820s,PASSED
