Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS02 - Login, Invite Member",Chrome 92.0.4515.159,,,2021-08-26 22:04:11,2021-08-26 22:04:50,38.935s,FAILED
,,,,,,,
Test Cases/Login/login_renterdash,Chrome 92.0.4515.159,,,2021-08-26 22:04:11,2021-08-26 22:04:44,32.375s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-26 22:04:12,2021-08-26 22:04:16,3.460s,PASSED
"navigateToUrl(""https://renterdashboard.winston.cerberuslink.net/login"")",Chrome 92.0.4515.159,,,2021-08-26 22:04:16,2021-08-26 22:04:20,4.199s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), ""jerrold+imusgrove32@onerent.co"")",Chrome 92.0.4515.159,,,2021-08-26 22:04:20,2021-08-26 22:04:21,0.986s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-08-26 22:04:21,2021-08-26 22:04:23,1.519s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-08-26 22:04:23,2021-08-26 22:04:23,0.540s,PASSED
"delay(20, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 22:04:23,2021-08-26 22:04:43,20.089s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 20, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 22:04:43,2021-08-26 22:04:44,0.684s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC02 - Invite Member,Chrome 92.0.4515.159,,,2021-08-26 22:04:44,2021-08-26 22:04:50,5.933s,FAILED
delay(5),Chrome 92.0.4515.159,,,2021-08-26 22:04:45,2021-08-26 22:04:50,5.004s,PASSED
"click(findTestObject(""Page_Poplar Homes/div_GroupDetails""))",Chrome 92.0.4515.159,,,2021-08-26 22:04:50,2021-08-26 22:04:50,0.225s,FAILED
