Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS02 - Login, Invite Member",Chrome 92.0.4515.159,,,2021-08-26 22:53:46,2021-08-26 22:54:59,1m - 13.699s,FAILED
,,,,,,,
Test Cases/Login/login_renterdash,Chrome 92.0.4515.159,,,2021-08-26 22:53:47,2021-08-26 22:54:14,27.505s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-26 22:53:48,2021-08-26 22:53:53,4.897s,PASSED
"navigateToUrl(""https://renterdashboard.winston.cerberuslink.net/login"")",Chrome 92.0.4515.159,,,2021-08-26 22:53:53,2021-08-26 22:53:57,4.199s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), ""jerrold+imusgrove32@onerent.co"")",Chrome 92.0.4515.159,,,2021-08-26 22:53:57,2021-08-26 22:53:59,1.822s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-08-26 22:53:59,2021-08-26 22:54:00,0.841s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-08-26 22:54:00,2021-08-26 22:54:00,0.693s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 22:54:00,2021-08-26 22:54:10,10.184s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 22:54:10,2021-08-26 22:54:14,3.658s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC02 - Invite Member,Chrome 92.0.4515.159,,,2021-08-26 22:54:14,2021-08-26 22:54:59,45.401s,FAILED
"click(findTestObject(""Actions_InviteMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-08-26 22:54:15,2021-08-26 22:54:16,0.569s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-08-26 22:54:16,2021-08-26 22:54:16,0.555s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_InviteMember""))",Chrome 92.0.4515.159,,,2021-08-26 22:54:16,2021-08-26 22:54:17,0.555s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-26 22:54:17,2021-08-26 22:54:22,5.014s,PASSED
"setText(findTestObject(""Actions_InviteMember/Page_Poplar Homes/input_httpsrenterdashboard.winston.cerberuslink.netjoin-grouppatient-frog-42_invitee-0""), ""winston@poplarhomes.com"")",Chrome 92.0.4515.159,,,2021-08-26 22:54:22,2021-08-26 22:54:23,1.002s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-26 22:54:23,2021-08-26 22:54:28,5.018s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Send Invitation""))",Chrome 92.0.4515.159,,,2021-08-26 22:54:28,2021-08-26 22:54:59,31.671s,FAILED
