Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS02 - Login, Invite Member",Firefox 91.0,,,2021-08-27 09:17:12,2021-08-27 09:18:10,57.824s,PASSED
,,,,,,,
Test Cases/Login/login_renterdash,Firefox 91.0,,,2021-08-27 09:17:12,2021-08-27 09:17:43,30.327s,PASSED
"openBrowser("""")",Firefox 91.0,,,2021-08-27 09:17:13,2021-08-27 09:17:22,8.700s,PASSED
"navigateToUrl(""https://renterdashboard.winston.cerberuslink.net/login"")",Firefox 91.0,,,2021-08-27 09:17:22,2021-08-27 09:17:26,4.552s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), ""jerrold+imusgrove32@onerent.co"")",Firefox 91.0,,,2021-08-27 09:17:26,2021-08-27 09:17:27,0.951s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Firefox 91.0,,,2021-08-27 09:17:27,2021-08-27 09:17:28,0.556s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Firefox 91.0,,,2021-08-27 09:17:28,2021-08-27 09:17:29,1.140s,PASSED
"delay(10, STOP_ON_FAILURE)",Firefox 91.0,,,2021-08-27 09:17:29,2021-08-27 09:17:39,10.081s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Firefox 91.0,,,2021-08-27 09:17:39,2021-08-27 09:17:43,3.474s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC02 - Invite Member,Firefox 91.0,,,2021-08-27 09:17:43,2021-08-27 09:18:10,26.953s,PASSED
"click(findTestObject(""Actions_InviteMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Firefox 91.0,,,2021-08-27 09:17:43,2021-08-27 09:17:44,0.658s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Actions""))",Firefox 91.0,,,2021-08-27 09:17:44,2021-08-27 09:17:44,0.632s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_InviteMember""))",Firefox 91.0,,,2021-08-27 09:17:44,2021-08-27 09:17:45,0.604s,PASSED
delay(5),Firefox 91.0,,,2021-08-27 09:17:45,2021-08-27 09:17:50,5.010s,PASSED
"setText(findTestObject(""Actions_InviteMember/Page_Poplar Homes/input_email""), ""winston@poplarhomes.com"")",Firefox 91.0,,,2021-08-27 09:17:50,2021-08-27 09:17:51,0.786s,PASSED
delay(5),Firefox 91.0,,,2021-08-27 09:17:51,2021-08-27 09:17:56,5.015s,PASSED
"if (verifyElementClickable(findTestObject(""Actions_InviteMember/Page_Poplar Homes/button_Send Invitation""), CONTINUE_ON_FAILURE))",Firefox 91.0,,,2021-08-27 09:17:56,2021-08-27 09:17:57,1.078s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Send Invitation""))",Firefox 91.0,,,2021-08-27 09:17:57,2021-08-27 09:17:58,1.119s,PASSED
"if (waitForElementVisible(findTestObject(""Actions_InviteMember/Page_Poplar Homes/divToast_Successful""), 5))",Firefox 91.0,,,2021-08-27 09:17:58,2021-08-27 09:18:04,6.382s,PASSED
delay(5),Firefox 91.0,,,2021-08-27 09:18:04,2021-08-27 09:18:10,5.017s,PASSED
