Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 92.0.4515.159,,,2021-09-01 11:25:01,2021-09-01 11:25:57,55.635s,FAILED
,,,,,,,
Test Cases/Login/TC01 - login_renterdash,Chrome 92.0.4515.159,,,2021-09-01 11:25:02,2021-09-01 11:25:40,37.946s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-01 11:25:03,2021-09-01 11:25:03,0.023s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-01 11:25:04,2021-09-01 11:25:07,3.865s,PASSED
navigateToUrl(URL),Chrome 92.0.4515.159,,,2021-09-01 11:25:07,2021-09-01 11:25:13,5.494s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), Email_Jerrold2)",Chrome 92.0.4515.159,,,2021-09-01 11:25:13,2021-09-01 11:25:22,9.374s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-09-01 11:25:22,2021-09-01 11:25:23,0.619s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-09-01 11:25:23,2021-09-01 11:25:23,0.492s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-01 11:25:23,2021-09-01 11:25:34,10.110s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-01 11:25:34,2021-09-01 11:25:40,6.399s,PASSED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-01 11:25:40,2021-09-01 11:25:40,0.005s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-09-01 11:25:40,2021-09-01 11:25:57,17.001s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-01 11:25:40,2021-09-01 11:25:40,0.002s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-09-01 11:25:41,2021-09-01 11:25:42,0.517s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-09-01 11:25:42,2021-09-01 11:25:52,10.474s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Chrome 92.0.4515.159,,,2021-09-01 11:25:52,2021-09-01 11:25:53,0.690s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), fname)",Chrome 92.0.4515.159,,,2021-09-01 11:25:53,2021-09-01 11:25:54,0.798s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__lastName""), lname)",Chrome 92.0.4515.159,,,2021-09-01 11:25:54,2021-09-01 11:25:54,0.769s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__email_1""), email)",Chrome 92.0.4515.159,,,2021-09-01 11:25:54,2021-09-01 11:25:55,0.765s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__phone""), ""1 (231) 231-2312"")",Chrome 92.0.4515.159,,,2021-09-01 11:25:55,2021-09-01 11:25:56,0.929s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_MonthJanuaryFebruaryMarchAprilMayJun_aa9ebb""), birthmonth, false)",Chrome 92.0.4515.159,,,2021-09-01 11:25:56,2021-09-01 11:25:57,0.959s,FAILED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-01 11:25:57,2021-09-01 11:25:57,0.002s,PASSED
