Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Firefox 91.0,,,2021-08-30 14:53:51,2021-08-30 14:56:11,2m - 20.592s,PASSED
,,,,,,,
Test Cases/Login/login_renterdash,Firefox 91.0,,,2021-08-30 14:53:51,2021-08-30 14:55:06,1m - 14.932s,PASSED
"openBrowser("""")",Firefox 91.0,,,2021-08-30 14:53:52,2021-08-30 14:54:00,7.943s,PASSED
navigateToUrl(URL),Firefox 91.0,,,2021-08-30 14:54:00,2021-08-30 14:54:07,7.586s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), Email_Jerrold2)",Firefox 91.0,,,2021-08-30 14:54:07,2021-08-30 14:54:28,21.005s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Firefox 91.0,,,2021-08-30 14:54:28,2021-08-30 14:54:29,0.483s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Firefox 91.0,,,2021-08-30 14:54:29,2021-08-30 14:54:30,0.633s,PASSED
"delay(10, STOP_ON_FAILURE)",Firefox 91.0,,,2021-08-30 14:54:30,2021-08-30 14:54:40,10.063s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Firefox 91.0,,,2021-08-30 14:54:40,2021-08-30 14:55:06,26.428s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Firefox 91.0,,,2021-08-30 14:55:06,2021-08-30 14:56:11,1m - 5.147s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Firefox 91.0,,,2021-08-30 14:55:07,2021-08-30 14:55:07,0.664s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""))",Firefox 91.0,,,2021-08-30 14:55:07,2021-08-30 14:55:28,20.845s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Firefox 91.0,,,2021-08-30 14:55:28,2021-08-30 14:55:29,0.673s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), ""Bea"")",Firefox 91.0,,,2021-08-30 14:55:29,2021-08-30 14:55:30,0.702s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__lastName""), ""Alonzo"")",Firefox 91.0,,,2021-08-30 14:55:30,2021-08-30 14:55:31,0.797s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__email_1""), ""beaalonzoyum@gmail.com"")",Firefox 91.0,,,2021-08-30 14:55:31,2021-08-30 14:55:31,0.856s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__phone""), ""1 (231) 231-2312"")",Firefox 91.0,,,2021-08-30 14:55:31,2021-08-30 14:55:32,0.849s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_MonthJanuaryFebruaryMarchAprilMayJun_aa9ebb""), ""June"", true)",Firefox 91.0,,,2021-08-30 14:55:32,2021-08-30 14:55:34,1.589s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_Day123456789101112131415161718192021_71ec95""), ""15"", true)",Firefox 91.0,,,2021-08-30 14:55:34,2021-08-30 14:55:36,1.878s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_Year20212020201920182017201620152014_f874ed""), ""1967"", true)",Firefox 91.0,,,2021-08-30 14:55:36,2021-08-30 14:55:40,3.951s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__fullAddress""), ""32"")",Firefox 91.0,,,2021-08-30 14:55:40,2021-08-30 14:55:40,0.675s,PASSED
delay(5),Firefox 91.0,,,2021-08-30 14:55:40,2021-08-30 14:55:45,5.006s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/p_300 Vesey Street, New York, NY, USA""))",Firefox 91.0,,,2021-08-30 14:55:45,2021-08-30 14:55:46,0.603s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__unitNumber""), ""121"")",Firefox 91.0,,,2021-08-30 14:55:46,2021-08-30 14:55:47,0.773s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Employed""))",Firefox 91.0,,,2021-08-30 14:55:47,2021-08-30 14:55:47,0.706s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employer""), ""GMA Network"")",Firefox 91.0,,,2021-08-30 14:55:47,2021-08-30 14:55:48,0.701s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employmentStatement""), ""Test"")",Firefox 91.0,,,2021-08-30 14:55:48,2021-08-30 14:55:49,0.803s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__declaredMonthlyIncome""), ""2000"")",Firefox 91.0,,,2021-08-30 14:55:49,2021-08-30 14:55:50,0.773s,PASSED
