Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 92.0.4515.159,,,2021-08-27 13:56:52,2021-08-27 13:58:50,1m - 58.163s,PASSED
,,,,,,,
Test Cases/Login/login_renterdash,Chrome 92.0.4515.159,,,2021-08-27 13:56:53,2021-08-27 13:57:28,35.492s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 13:56:54,2021-08-27 13:56:58,4.128s,PASSED
navigateToUrl(staging_url_jam_instance),Chrome 92.0.4515.159,,,2021-08-27 13:56:58,2021-08-27 13:57:05,7.268s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), Email_Jerrold2)",Chrome 92.0.4515.159,,,2021-08-27 13:57:05,2021-08-27 13:57:10,4.991s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-08-27 13:57:10,2021-08-27 13:57:12,1.952s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-08-27 13:57:12,2021-08-27 13:57:14,2.012s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-27 13:57:14,2021-08-27 13:57:24,10.070s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-27 13:57:24,2021-08-27 13:57:28,3.974s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-08-27 13:57:28,2021-08-27 13:58:50,1m - 21.888s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-08-27 13:57:29,2021-08-27 13:57:31,2.275s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-08-27 13:57:31,2021-08-27 13:57:34,2.925s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Chrome 92.0.4515.159,,,2021-08-27 13:57:34,2021-08-27 13:57:36,2.128s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), ""Bea"")",Chrome 92.0.4515.159,,,2021-08-27 13:57:36,2021-08-27 13:57:40,3.946s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__lastName""), ""Alonzo"")",Chrome 92.0.4515.159,,,2021-08-27 13:57:40,2021-08-27 13:57:44,4.025s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__email_1""), ""beaalonzo@gmail.com"")",Chrome 92.0.4515.159,,,2021-08-27 13:57:44,2021-08-27 13:57:48,4.027s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__phone""), ""1 (231) 231-2312"")",Chrome 92.0.4515.159,,,2021-08-27 13:57:48,2021-08-27 13:57:53,4.977s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_MonthJanuaryFebruaryMarchAprilMayJun_aa9ebb""), ""June"", true)",Chrome 92.0.4515.159,,,2021-08-27 13:57:53,2021-08-27 13:57:59,6.174s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_Day123456789101112131415161718192021_71ec95""), ""15"", true)",Chrome 92.0.4515.159,,,2021-08-27 13:57:59,2021-08-27 13:58:05,6.228s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_Year20212020201920182017201620152014_f874ed""), ""1967"", true)",Chrome 92.0.4515.159,,,2021-08-27 13:58:05,2021-08-27 13:58:14,8.607s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__fullAddress""), ""32"")",Chrome 92.0.4515.159,,,2021-08-27 13:58:14,2021-08-27 13:58:18,3.925s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-27 13:58:18,2021-08-27 13:58:23,5.014s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/p_300 Vesey Street, New York, NY, USA""))",Chrome 92.0.4515.159,,,2021-08-27 13:58:23,2021-08-27 13:58:24,1.333s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__unitNumber""), ""121"")",Chrome 92.0.4515.159,,,2021-08-27 13:58:24,2021-08-27 13:58:25,1.005s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Employed""))",Chrome 92.0.4515.159,,,2021-08-27 13:58:25,2021-08-27 13:58:26,0.550s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employer""), ""GMA Network"")",Chrome 92.0.4515.159,,,2021-08-27 13:58:26,2021-08-27 13:58:27,0.847s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employmentStatement""), ""Test"")",Chrome 92.0.4515.159,,,2021-08-27 13:58:27,2021-08-27 13:58:28,0.821s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__declaredMonthlyIncome""), ""2000"")",Chrome 92.0.4515.159,,,2021-08-27 13:58:28,2021-08-27 13:58:28,0.872s,PASSED
