Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS02 - Login, Invite Member",Chrome 92.0.4515.159,,,2021-08-26 22:16:43,2021-08-26 22:17:16,33.077s,FAILED
,,,,,,,
Test Cases/Login/login_renterdash,Chrome 92.0.4515.159,,,2021-08-26 22:16:43,2021-08-26 22:17:09,25.286s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-26 22:16:44,2021-08-26 22:16:48,3.478s,PASSED
"navigateToUrl(""https://renterdashboard.winston.cerberuslink.net/login"")",Chrome 92.0.4515.159,,,2021-08-26 22:16:48,2021-08-26 22:16:52,4.653s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), ""jerrold+imusgrove32@onerent.co"")",Chrome 92.0.4515.159,,,2021-08-26 22:16:52,2021-08-26 22:16:54,1.526s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-08-26 22:16:54,2021-08-26 22:16:54,0.621s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-08-26 22:16:54,2021-08-26 22:16:55,0.484s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 22:16:55,2021-08-26 22:17:05,10.082s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 22:17:05,2021-08-26 22:17:09,3.610s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC02 - Invite Member,Chrome 92.0.4515.159,,,2021-08-26 22:17:09,2021-08-26 22:17:16,7.274s,FAILED
"click(findTestObject(""Actions_InviteMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-08-26 22:17:09,2021-08-26 22:17:10,0.446s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-08-26 22:17:10,2021-08-26 22:17:10,0.536s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_InviteMember""))",Chrome 92.0.4515.159,,,2021-08-26 22:17:10,2021-08-26 22:17:11,0.475s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-26 22:17:11,2021-08-26 22:17:16,5.007s,PASSED
"setText(findTestObject(""Page_Poplar Homes/input_sendemail""), ""winston@poplarhomes.com"")",Chrome 92.0.4515.159,,,2021-08-26 22:17:16,2021-08-26 22:17:16,0.208s,FAILED
