Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 92.0.4515.159,,,2021-09-07 14:22:21,2021-09-07 14:23:58,1m - 37.339s,FAILED
,,,,,,,
Test Cases/Login/TC01 - login_renterdash,Chrome 92.0.4515.159,,,2021-09-07 14:22:22,2021-09-07 14:23:08,46.483s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:22:23,2021-09-07 14:22:23,0.064s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-07 14:22:24,2021-09-07 14:22:29,5.186s,PASSED
navigateToUrl(URL),Chrome 92.0.4515.159,,,2021-09-07 14:22:29,2021-09-07 14:22:38,8.523s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), Email_Jerrold2)",Chrome 92.0.4515.159,,,2021-09-07 14:22:38,2021-09-07 14:22:50,12.031s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-09-07 14:22:50,2021-09-07 14:22:51,0.818s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-09-07 14:22:51,2021-09-07 14:22:52,0.667s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:22:52,2021-09-07 14:23:02,10.217s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-07 14:23:02,2021-09-07 14:23:08,6.441s,PASSED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:23:08,2021-09-07 14:23:08,0.005s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-09-07 14:23:09,2021-09-07 14:23:58,49.302s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:23:09,2021-09-07 14:23:09,0.002s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-09-07 14:23:10,2021-09-07 14:23:11,0.749s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-09-07 14:23:11,2021-09-07 14:23:22,10.651s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Chrome 92.0.4515.159,,,2021-09-07 14:23:22,2021-09-07 14:23:22,0.852s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), fname)",Chrome 92.0.4515.159,,,2021-09-07 14:23:22,2021-09-07 14:23:24,1.150s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__lastName""), lname)",Chrome 92.0.4515.159,,,2021-09-07 14:23:24,2021-09-07 14:23:25,1.061s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__email_1""), email)",Chrome 92.0.4515.159,,,2021-09-07 14:23:25,2021-09-07 14:23:26,1.281s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__phone""), ""1 (231) 231-2312"")",Chrome 92.0.4515.159,,,2021-09-07 14:23:26,2021-09-07 14:23:27,1.062s,PASSED
"selectOptionByValue(findTestObject(""Actions_AddMember/Page_Poplar Homes/select_Month""), birthmonth, true)",Chrome 92.0.4515.159,,,2021-09-07 14:23:27,2021-09-07 14:23:29,2.325s,PASSED
"selectOptionByValue(findTestObject(""Actions_AddMember/Page_Poplar Homes/select_Day""), birthday, true)",Chrome 92.0.4515.159,,,2021-09-07 14:23:29,2021-09-07 14:23:34,4.308s,PASSED
"selectOptionByValue(findTestObject(""Actions_AddMember/Page_Poplar Homes/select_Year""), birthyear, true)",Chrome 92.0.4515.159,,,2021-09-07 14:23:34,2021-09-07 14:23:38,4.471s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__fullAddress""), address)",Chrome 92.0.4515.159,,,2021-09-07 14:23:38,2021-09-07 14:23:39,1.213s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-09-07 14:23:39,2021-09-07 14:23:44,5.020s,PASSED
"click(findTestObject(""Actions_AddMember/Page_AddMember_dropdownlist/dropdown_item0""))",Chrome 92.0.4515.159,,,2021-09-07 14:23:44,2021-09-07 14:23:45,0.520s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__unitNumber""), ""121"")",Chrome 92.0.4515.159,,,2021-09-07 14:23:45,2021-09-07 14:23:46,1.099s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Employed""))",Chrome 92.0.4515.159,,,2021-09-07 14:23:46,2021-09-07 14:23:46,0.527s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employer""), employer)",Chrome 92.0.4515.159,,,2021-09-07 14:23:46,2021-09-07 14:23:47,0.968s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employmentStatement""), jobtitle)",Chrome 92.0.4515.159,,,2021-09-07 14:23:47,2021-09-07 14:23:49,1.057s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__declaredMonthlyIncome""), ""2000"")",Chrome 92.0.4515.159,,,2021-09-07 14:23:49,2021-09-07 14:23:49,0.872s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__workEmail""), workemail)",Chrome 92.0.4515.159,,,2021-09-07 14:23:49,2021-09-07 14:23:50,1.070s,PASSED
"click(findTestObject(""Actions_AddMember/Page_Poplar Homes/button_Save""))",Chrome 92.0.4515.159,,,2021-09-07 14:23:50,2021-09-07 14:23:51,0.542s,PASSED
"if (waitForElementVisible(findTestObject(""Actions_AddMember/Page_add_member_toast/toast_Adding new member. Please wait""), 30))",Chrome 92.0.4515.159,,,2021-09-07 14:23:51,2021-09-07 14:23:58,6.993s,PASSED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-07 14:23:58,2021-09-07 14:23:58,0.008s,PASSED
