Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS02 - Login, Invite Member",Chrome 92.0.4515.159,,,2021-08-26 22:22:52,2021-08-26 22:24:06,1m - 14.309s,FAILED
,,,,,,,
Test Cases/Login/login_renterdash,Chrome 92.0.4515.159,,,2021-08-26 22:22:52,2021-08-26 22:23:21,28.678s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-26 22:22:53,2021-08-26 22:22:59,5.929s,PASSED
"navigateToUrl(""https://renterdashboard.winston.cerberuslink.net/login"")",Chrome 92.0.4515.159,,,2021-08-26 22:22:59,2021-08-26 22:23:04,4.583s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), ""jerrold+imusgrove32@onerent.co"")",Chrome 92.0.4515.159,,,2021-08-26 22:23:04,2021-08-26 22:23:06,1.939s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-08-26 22:23:06,2021-08-26 22:23:06,0.791s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-08-26 22:23:06,2021-08-26 22:23:07,0.657s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 22:23:07,2021-08-26 22:23:17,10.190s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 22:23:17,2021-08-26 22:23:21,3.738s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC02 - Invite Member,Chrome 92.0.4515.159,,,2021-08-26 22:23:21,2021-08-26 22:24:06,45.104s,FAILED
"click(findTestObject(""Actions_InviteMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-08-26 22:23:22,2021-08-26 22:23:23,0.558s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-08-26 22:23:23,2021-08-26 22:23:23,0.558s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_InviteMember""))",Chrome 92.0.4515.159,,,2021-08-26 22:23:23,2021-08-26 22:23:24,0.584s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-26 22:23:24,2021-08-26 22:23:29,5.010s,PASSED
"setText(findTestObject(""Actions_InviteMember/Page_Poplar Homes/input_httpsrenterdashboard.winston.cerberuslink.netjoin-grouppatient-frog-42_invitee-0""), ""winston@poplarhomes.com"")",Chrome 92.0.4515.159,,,2021-08-26 22:23:29,2021-08-26 22:23:30,0.975s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-26 22:23:30,2021-08-26 22:23:35,5.010s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Send Invitation""))",Chrome 92.0.4515.159,,,2021-08-26 22:23:35,2021-08-26 22:24:06,31.414s,FAILED
