Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS02 - Login, Invite Member",Chrome 92.0.4515.159,,,2021-08-27 07:07:20,2021-08-27 07:08:07,47.001s,PASSED
,,,,,,,
Test Cases/Login/login_renterdash,Chrome 92.0.4515.159,,,2021-08-27 07:07:20,2021-08-27 07:07:46,25.779s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 07:07:21,2021-08-27 07:07:24,3.330s,PASSED
"navigateToUrl(""https://renterdashboard.winston.cerberuslink.net/login"")",Chrome 92.0.4515.159,,,2021-08-27 07:07:24,2021-08-27 07:07:30,5.129s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), ""jerrold+imusgrove32@onerent.co"")",Chrome 92.0.4515.159,,,2021-08-27 07:07:30,2021-08-27 07:07:31,1.518s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-08-27 07:07:31,2021-08-27 07:07:32,0.619s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-08-27 07:07:32,2021-08-27 07:07:32,0.449s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-27 07:07:32,2021-08-27 07:07:42,10.080s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-27 07:07:42,2021-08-27 07:07:46,3.784s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC02 - Invite Member,Chrome 92.0.4515.159,,,2021-08-27 07:07:46,2021-08-27 07:08:07,20.724s,PASSED
"click(findTestObject(""Actions_InviteMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-08-27 07:07:47,2021-08-27 07:07:47,0.473s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-08-27 07:07:47,2021-08-27 07:07:48,0.594s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_InviteMember""))",Chrome 92.0.4515.159,,,2021-08-27 07:07:48,2021-08-27 07:07:48,0.466s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-27 07:07:48,2021-08-27 07:07:53,5.005s,PASSED
"setText(findTestObject(""Actions_InviteMember/Page_Poplar Homes/input_email""), ""winston@poplarhomes.com"")",Chrome 92.0.4515.159,,,2021-08-27 07:07:53,2021-08-27 07:07:54,0.845s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-27 07:07:54,2021-08-27 07:07:59,5.011s,PASSED
"if (verifyElementClickable(findTestObject(""Actions_InviteMember/Page_Poplar Homes/button_Send Invitation""), CONTINUE_ON_FAILURE))",Chrome 92.0.4515.159,,,2021-08-27 07:07:59,2021-08-27 07:08:00,0.863s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Send Invitation""))",Chrome 92.0.4515.159,,,2021-08-27 07:08:00,2021-08-27 07:08:00,0.549s,PASSED
"if (waitForElementVisible(findTestObject(""Actions_InviteMember/Page_Poplar Homes/divToast_Successful""), 5))",Chrome 92.0.4515.159,,,2021-08-27 07:08:00,2021-08-27 07:08:07,6.262s,PASSED
