Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 92.0.4515.159,,,2021-08-26 16:21:43,2021-08-26 16:22:48,1m - 4.885s,PASSED
,,,,,,,
Test Cases/Login/login_renterdash,Chrome 92.0.4515.159,,,2021-08-26 16:21:43,2021-08-26 16:22:21,37.921s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-26 16:21:45,2021-08-26 16:21:49,4.214s,PASSED
"navigateToUrl(""https://renterdashboard.winston.cerberuslink.net/login"")",Chrome 92.0.4515.159,,,2021-08-26 16:21:49,2021-08-26 16:21:58,8.886s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), ""jerrold+imusgrove32@onerent.co"")",Chrome 92.0.4515.159,,,2021-08-26 16:21:58,2021-08-26 16:21:59,1.126s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-08-26 16:21:59,2021-08-26 16:22:00,0.940s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-08-26 16:22:00,2021-08-26 16:22:00,0.554s,PASSED
"delay(20, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 16:22:00,2021-08-26 16:22:20,20.100s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 20, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-26 16:22:20,2021-08-26 16:22:21,0.944s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-08-26 16:22:21,2021-08-26 16:22:48,26.260s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-08-26 16:22:22,2021-08-26 16:22:23,0.589s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-08-26 16:22:23,2021-08-26 16:22:24,0.551s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Chrome 92.0.4515.159,,,2021-08-26 16:22:24,2021-08-26 16:22:24,0.629s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), ""Bea"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:24,2021-08-26 16:22:25,0.927s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__lastName""), ""Alonzo"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:25,2021-08-26 16:22:26,0.965s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__email_1""), ""beaalonzo@gmail.com"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:26,2021-08-26 16:22:27,0.997s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__phone""), ""1 (231) 231-2312"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:27,2021-08-26 16:22:28,1.044s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_MonthJanuaryFebruaryMarchAprilMayJun_aa9ebb""), ""June"", true)",Chrome 92.0.4515.159,,,2021-08-26 16:22:28,2021-08-26 16:22:30,1.606s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_Day123456789101112131415161718192021_71ec95""), ""15"", true)",Chrome 92.0.4515.159,,,2021-08-26 16:22:30,2021-08-26 16:22:32,1.880s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_Year20212020201920182017201620152014_f874ed""), ""1967"", true)",Chrome 92.0.4515.159,,,2021-08-26 16:22:32,2021-08-26 16:22:36,4.015s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__fullAddress""), ""32"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:36,2021-08-26 16:22:37,0.994s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-26 16:22:37,2021-08-26 16:22:42,5.018s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/p_300 Vesey Street, New York, NY, USA""))",Chrome 92.0.4515.159,,,2021-08-26 16:22:42,2021-08-26 16:22:42,0.581s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__unitNumber""), ""121"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:42,2021-08-26 16:22:43,1.053s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Employed""))",Chrome 92.0.4515.159,,,2021-08-26 16:22:43,2021-08-26 16:22:44,0.515s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employer""), ""GMA Network"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:44,2021-08-26 16:22:45,1.041s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employmentStatement""), ""Test"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:45,2021-08-26 16:22:46,0.965s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__declaredMonthlyIncome""), ""2000"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:46,2021-08-26 16:22:47,0.903s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__workEmail""), ""beaalonzo@gmanetwork.com"")",Chrome 92.0.4515.159,,,2021-08-26 16:22:47,2021-08-26 16:22:48,1.016s,PASSED
