Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS02 - Login, Invite Member",Chrome 92.0.4515.159,,,2021-08-27 09:18:37,2021-08-27 09:19:29,51.983s,PASSED
,,,,,,,
Test Cases/Login/login_renterdash,Chrome 92.0.4515.159,,,2021-08-27 09:18:37,2021-08-27 09:19:03,25.676s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 09:18:38,2021-08-27 09:18:42,3.763s,PASSED
"navigateToUrl(""https://renterdashboard.winston.cerberuslink.net/login"")",Chrome 92.0.4515.159,,,2021-08-27 09:18:42,2021-08-27 09:18:46,4.002s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), ""jerrold+imusgrove32@onerent.co"")",Chrome 92.0.4515.159,,,2021-08-27 09:18:46,2021-08-27 09:18:48,2.081s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-08-27 09:18:48,2021-08-27 09:18:48,0.608s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-08-27 09:18:48,2021-08-27 09:18:49,0.473s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-27 09:18:49,2021-08-27 09:18:59,10.059s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-08-27 09:18:59,2021-08-27 09:19:03,3.834s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC02 - Invite Member,Chrome 92.0.4515.159,,,2021-08-27 09:19:03,2021-08-27 09:19:29,25.751s,PASSED
"click(findTestObject(""Actions_InviteMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-08-27 09:19:03,2021-08-27 09:19:04,0.452s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-08-27 09:19:04,2021-08-27 09:19:04,0.553s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_InviteMember""))",Chrome 92.0.4515.159,,,2021-08-27 09:19:04,2021-08-27 09:19:05,0.464s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-27 09:19:05,2021-08-27 09:19:10,5.017s,PASSED
"setText(findTestObject(""Actions_InviteMember/Page_Poplar Homes/input_email""), ""winston@poplarhomes.com"")",Chrome 92.0.4515.159,,,2021-08-27 09:19:10,2021-08-27 09:19:11,0.840s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-27 09:19:11,2021-08-27 09:19:16,5.007s,PASSED
"if (verifyElementClickable(findTestObject(""Actions_InviteMember/Page_Poplar Homes/button_Send Invitation""), CONTINUE_ON_FAILURE))",Chrome 92.0.4515.159,,,2021-08-27 09:19:16,2021-08-27 09:19:17,0.848s,PASSED
"click(findTestObject(""Object Repository/Actions_InviteMember/Page_Poplar Homes/button_Send Invitation""))",Chrome 92.0.4515.159,,,2021-08-27 09:19:17,2021-08-27 09:19:17,0.527s,PASSED
"if (waitForElementVisible(findTestObject(""Actions_InviteMember/Page_Poplar Homes/divToast_Successful""), 5))",Chrome 92.0.4515.159,,,2021-08-27 09:19:17,2021-08-27 09:19:24,6.339s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-27 09:19:24,2021-08-27 09:19:29,5.010s,PASSED
