Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"TS01 - Login, Add Member",Chrome 92.0.4515.159,,,2021-09-02 08:56:12,2021-09-02 08:56:49,36.465s,FAILED
,,,,,,,
Test Cases/Login/TC01 - login_renterdash,Chrome 92.0.4515.159,,,2021-09-02 08:56:13,2021-09-02 08:56:42,28.771s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-02 08:56:14,2021-09-02 08:56:14,0.017s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-02 08:56:14,2021-09-02 08:56:18,3.565s,PASSED
navigateToUrl(URL),Chrome 92.0.4515.159,,,2021-09-02 08:56:18,2021-09-02 08:56:24,5.881s,PASSED
"setText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__email""), Email_Jerrold2)",Chrome 92.0.4515.159,,,2021-09-02 08:56:24,2021-09-02 08:56:25,1.352s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/input__password""), ""pK4N7w/gtfGay7FzPRwAOg=="")",Chrome 92.0.4515.159,,,2021-09-02 08:56:25,2021-09-02 08:56:26,1.095s,PASSED
"click(findTestObject(""Object Repository/Login_TestObjects/Page_Poplar Homes/button_Log in""))",Chrome 92.0.4515.159,,,2021-09-02 08:56:26,2021-09-02 08:56:27,0.514s,PASSED
"delay(10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-02 08:56:27,2021-09-02 08:56:37,10.099s,PASSED
"waitForElementVisible(findTestObject(""Login_TestObjects/Page_Poplar Homes/div_General DetailsCompleted""), 10, STOP_ON_FAILURE)",Chrome 92.0.4515.159,,,2021-09-02 08:56:37,2021-09-02 08:56:42,4.893s,PASSED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-02 08:56:42,2021-09-02 08:56:42,0.004s,PASSED
,,,,,,,
Test Cases/Profile_Tab/Group_Details/Actions/TC04 - Add Member,Chrome 92.0.4515.159,,,2021-09-02 08:56:42,2021-09-02 08:56:49,6.960s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 92.0.4515.159,,,2021-09-02 08:56:42,2021-09-02 08:56:42,0.002s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/div_Group DetailsCompleted""))",Chrome 92.0.4515.159,,,2021-09-02 08:56:43,2021-09-02 08:56:43,0.494s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Actions""))",Chrome 92.0.4515.159,,,2021-09-02 08:56:43,2021-09-02 08:56:44,0.482s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Chrome 92.0.4515.159,,,2021-09-02 08:56:44,2021-09-02 08:56:44,0.535s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), fname)",Chrome 92.0.4515.159,,,2021-09-02 08:56:44,2021-09-02 08:56:45,0.779s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__lastName""), lname)",Chrome 92.0.4515.159,,,2021-09-02 08:56:45,2021-09-02 08:56:46,0.739s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__email_1""), email)",Chrome 92.0.4515.159,,,2021-09-02 08:56:46,2021-09-02 08:56:47,0.748s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__phone""), ""1 (231) 231-2312"")",Chrome 92.0.4515.159,,,2021-09-02 08:56:47,2021-09-02 08:56:48,0.901s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_MonthJanuaryFebruaryMarchAprilMayJun_aa9ebb""), birthmonth, true)",Chrome 92.0.4515.159,,,2021-09-02 08:56:48,2021-09-02 08:56:49,1.239s,FAILED
Start listener action : sampleAfterTestCase,Chrome 92.0.4515.159,,,2021-09-02 08:56:49,2021-09-02 08:56:49,0.003s,PASSED
